,Wikipedia_features,wikipedia_featurs_No
1082,the right,120.54667648775713
1083,to read,120.46953749365098
1084,it does,120.35558089073989
1085,certain,120.26120834087725
1086,uk,120.19612099943144
1087,see that,120.16384844054933
1088,position,120.15823306897558
1089,it doesn,120.15787146773737
1090,dude,120.02432275923915
1091,reliable sources,119.96024151646242
1092,citations,119.73605963410203
1093,time to,119.73602732760993
1094,ones,119.71915810836614
1095,process,119.5922596595888
1096,and your,119.55622880029513
1097,would you,119.52632873385949
1098,to help,119.30853392418965
1099,die,119.25196254686142
1100,the link,119.09304703286938
1101,but that,119.0883203742454
1102,previous,119.06502721570618
1103,as to,118.92088544980928
1104,here is,118.89318939160887
1105,that we,118.87015953820301
1106,type,118.82580235783757
1107,can see,118.68334145965183
1108,human,118.62230545956605
1109,14,118.5865884149492
1110,series,118.48982142479502
1111,it up,118.44028258253334
1112,points,118.33818792834704
1113,act,118.25747708457243
1114,recently,118.04479512642925
1115,or the,117.9428329137299
1116,racist,117.91860125847445
1117,so it,117.84280558288168
1118,funny,117.68004058500846
1119,action,117.66153382180687
1120,cite,117.55927441027622
1121,thats,117.34907222367475
1122,set,117.32852461251566
1123,fuck off,117.16635808229778
1124,used to,117.15455336599348
1125,attention,117.02477958524466
1126,song,116.96468947939775
1127,went,116.94527516130216
1128,you you,116.81965924190453
1129,of all,116.8140322771987
1130,works,116.72930794556379
1131,is also,116.63828498224846
1132,explanation,116.62927595071162
1133,changing,116.5220812324346
1134,remove the,116.49986752491789
1135,ip address,116.3381124500318
1136,they re,116.27600405857602
1137,law,116.25544541782189
1138,goes,116.20114437986929
1139,the above,116.14961062114915
1140,of these,116.12750353250797
1141,make it,116.10836383125564
1142,to keep,116.02887289513878
1143,personally,115.87584709184587
1144,comes,115.80558584496632
1145,prove,115.71002943172765
1146,photo,115.68790373957326
1147,why is,115.64860614366715
1148,respect,115.49610307965787
1149,themselves,115.43142918352042
1150,standard,115.31104527395179
1151,himself,115.14079316418919
1152,area,115.1123734918753
1153,interested in,115.101493928276
1154,criticism,115.04379891562947
1155,reported,114.9448865572738
1156,improve,114.90218190434385
1157,copy,114.77103628593355
1158,status,114.67184073327802
1159,opinions,114.63023832946149
1160,so much,114.61161385023
1161,it just,114.50858969408752
1162,well as,114.3636296132671
1163,band,114.29251735501512
1164,and in,114.27625935650808
1165,thus,114.26213376563572
1166,record,114.21859194091664
1167,welcome to,114.15448604167919
1168,asking,113.89123850163584
1169,university,113.82936757817802
1170,terms,113.78820423022395
1171,likely,113.75733415555969
1172,gets,113.6851849799099
1173,exist,113.66632441266745
1174,none,113.61909834891368
1175,disruptive,113.57925166700201
1176,mother,113.43651471612793
1177,june,113.39684393527935
1178,result,113.20041037548843
1179,have not,113.12900313249521
1180,accurate,113.11771377807125
1181,have you,112.95506366651433
1182,talk pages,112.94675531731274
1183,why are,112.9289873894257
1184,complete,112.71517168968
1185,16,112.71260310990344
1186,and this,112.7053117266393
1187,for me,112.51988457441118
1188,the history,112.44691023273415
1189,up to,112.37314343402527
1190,in wikipedia,112.15248325508962
1191,this edit,112.13414168905717
1192,the point,111.91862946598972
1193,third,111.77603011448764
1194,not an,111.75063816741623
1195,aware,111.7456574616558
1196,what do,111.63561810629078
1197,attempt,111.55782324533928
1198,because the,111.51040848463134
1199,lost,111.47779274671333
1200,face,111.42036681903942
1201,sounds,111.31284873484412
1202,video,111.30620943386141
1203,if there,111.24596133490995
1204,rest,111.11140462803152
1205,web,111.05290459845234
1206,page to,110.92367106184925
1207,apparently,110.91008892665864
1208,accept,110.90274817595184
1209,german,110.7678862541685
1210,friends,110.76215040719724
1211,meant,110.55027025495981
1212,doubt,110.27083350870821
1213,worth,110.10467624140816
1214,theory,110.0356938727791
1215,happen,109.94360901197058
1216,it on,109.8318082418633
1217,note that,109.80688551267039
1218,21,109.65016481729724
1219,months,109.49241669274446
1220,and he,109.45331445389431
1221,abuse,109.27705379900002
1222,this one,109.21740452991219
1223,to put,109.07564270352174
1224,behavior,108.9900288563226
1225,de,108.9336824733879
1226,unsigned,108.82296938685782
1227,dear,108.55943257306176
1228,the following,108.50714968391458
1229,reliable source,108.43754745791816
1230,border,108.42009437046907
1231,17,108.37629214431
1232,it be,108.29647760880373
1233,2005,108.2486818250013
1234,for it,108.19797754661509
1235,assume,108.13514824794004
1236,on it,107.95908730803775
1237,added by,107.94332982776503
1238,coming,107.92376438248667
1239,like that,107.89511680016253
1240,run,107.84605903383492
1241,together,107.81774717699113
1242,contact,107.80777045115536
1243,level,107.62022292168135
1244,team,107.61848990376993
1245,born,107.52918090180646
1246,statements,107.4343758853237
1247,even if,107.4219591465265
1248,company,107.37811259445623
1249,april,107.34648711365999
1250,members,107.26772232793785
1251,the top,107.020122450495
1252,criteria,107.01119838932114
1253,speedy deletion,106.94736878487285
1254,various,106.90745946754778
1255,merge,106.77503028673561
1256,13,106.76071980723978
1257,mistake,106.67337358797835
1258,with me,106.64192004453528
1259,incorrect,106.5547902057537
1260,and they,106.54582536304311
1261,context,106.52651341084541
1262,of what,106.51993143851038
1263,good faith,106.5174247762632
1264,the case,106.50262155382387
1265,computer,106.44267791076733
1266,nazi,106.40610081628371
1267,an admin,106.34189697582397
1268,addition,106.3093643984217
1269,supposed,106.27221145325326
1270,color,106.20868102409214
1271,meaning,106.17037250603924
1272,difference,106.15578106076119
1273,know how,106.15374018412162
1274,if this,106.09857274975016
1275,author,106.08127187323866
1276,than the,106.06620235941331
1277,piece of,106.02052298244254
1278,18,105.97153450061883
1279,speak,105.94477296320864
1280,below,105.87168203229842
1281,html,105.8664430510991
1282,warring,105.82073530824658
1283,upon,105.75559257606471
1284,wikipedia and,105.68803849972991
1285,like this,105.64685683034952
1286,except,105.64552193900789
1287,can find,105.46190037744246
1288,then you,105.37478682676827
1289,to delete,105.32605711662255
1290,in his,105.32598649622298
1291,yours,105.32589997238739
1292,when the,105.22660866634976
1293,be removed,105.20099542852265
1294,any of,105.17099212604633
1295,available,105.13270686743462
1296,is what,105.13089612178354
1297,totally,104.97150425117687
1298,looks like,104.8857573839259
1299,march,104.87887368375135
1300,nobody,104.81212500389704
1301,joke,104.80821135483673
1302,sockpuppet,104.76230509710344
1303,cool,104.75064837876704
1304,preceding,104.7036799677566
1305,on that,104.66879400761863
1306,may have,104.64761210637938
1307,you get,104.55907271613799
1308,take look,104.45445750442995
1309,business,104.4459174443884
1310,test,104.24188917809289
1311,2012,104.23631010276387
1312,enjoy,104.21407479082622
1313,should have,104.20761377659043
1314,jewish,104.20112652326686
1315,the fuck,104.1958930410305
1316,removed the,104.05789390092367
1317,2011,104.03981209680691
1318,why did,103.84854821735945
1319,right to,103.80789427962536
1320,the sandbox,103.76157898061062
1321,rights,103.57124367813822
1322,the problem,103.55317442735458
1323,name is,103.54442034994497
1324,19,103.50537372033848
1325,posting,103.4214187199125
1326,and don,103.34104427351711
1327,it can,103.27309782255276
1328,necessary,103.21252986754956
1329,edit to,103.17035923134914
1330,external,102.96766499492983
1331,with it,102.84344684670603
1332,details,102.81636299002405
1333,sections,102.76167526274311
1334,violation,102.62271387069028
1335,can do,102.57946682359075
1336,december,102.42848834234513
1337,at this,102.36879491466469
1338,fixed,102.3591403972205
1339,of those,102.30248445204123
1340,avoid,102.29729569273985
1341,just because,102.20387286736181
1342,30,102.02006361968752
1343,fun,101.99195797991065
1344,you that,101.93768572182735
1345,22,101.91548491759231
1346,the two,101.90819876850279
1347,afd,101.81095228066587
1348,padding,101.80267204290992
1349,member,101.80002717741863
1350,to stop,101.5991111924244
1351,be used,101.58530077323961
1352,23,101.57540651873789
1353,the end,101.55850092565325
1354,please see,101.51827026005246
1355,january,101.44977569982794
1356,conflict,101.411246860609
1357,pictures,101.17250556659332
1358,worked,101.16601502597828
1359,nothing to,101.16538560484926
1360,crap,101.14980139517846
1361,to write,101.14264773453618
1362,the issue,100.95499216245635
1363,tried to,100.79235192350231
1364,gave,100.72631432305127
1365,see you,100.64364839292769
1366,this was,100.624543923104
1367,lack,100.38168886716834
1368,ahead,100.2968613757898
1369,knows,100.17610326332911
1370,separate,100.1549194268405
1371,absolutely,100.15491323587827
1372,troll,100.0835062727923
1373,the reason,100.01411694930037
1374,gonna,100.01268372508262
1375,was just,99.8931958066789
1376,have an,99.82889731185648
1377,album,99.78285118580906
1378,you say,99.77621477181494
1379,after the,99.67897636854056
1380,vertical,99.66156117021693
1381,situation,99.56015775129428
1382,don see,99.55638096923654
1383,contribute,99.53932193053508
1384,south,99.52745088615087
1385,messages,99.47087394209578
1386,online,99.36892324083095
1387,solid,99.32746501739167
1388,mine,99.30338448453995
1389,btw,99.2513287591479
1390,red,99.23225579152917
1391,on his,99.19690840699609
1392,out the,99.03889805555184
1393,unsigned comment,98.93334249373581
1394,the text,98.76646536082498
1395,advice,98.73519120246857
1396,christian,98.72503649492104
1397,the user,98.71461888249364
1398,ur,98.6921734237708
1399,vandalizing,98.6704678273877
1400,character,98.65848985817011
1401,believe that,98.62558272523707
1402,science,98.46572723343381
1403,do that,98.4514521131275
1404,tv,98.42991097102929
1405,and other,98.26917321827783
1406,chance,98.17947807767592
1407,movie,98.16621626038751
1408,jews,98.0944117097984
1409,generally,98.07844444314519
1410,giving,98.02807164701919
1411,please don,97.96826060816166
1412,son,97.92229179175386
1413,refer,97.92166883363558
1414,in order,97.8598707579691
1415,half,97.79728394469373
1416,multiple,97.68006896214892
1417,shut,97.59743326873257
1418,uses,97.52752186449517
1419,and am,97.46060978763354
1420,poor,97.3982893088889
1421,respond,97.24838126523323
1422,creating,97.23119493740835
1423,sound,97.21239976037079
1424,page you,97.16825137728209
1425,historical,97.1657972990834
1426,infobox,97.12344065451907
1427,article about,97.12318879115678
1428,vote,97.0975235849525
1429,other editors,97.0061655682347
1430,this user,97.00370417455193
1431,when it,96.91607481395896
1432,their own,96.9041256155497
1433,culture,96.85373875920794
1434,of people,96.82928127017448
1435,and there,96.76383792843706
1436,page for,96.75068223002198
1437,from wikipedia,96.7452124085804
1438,my own,96.68834832212377
1439,and was,96.63991441676157
1440,is about,96.55896470546585
1441,description,96.43400881685126
1442,anymore,96.38709119299867
1443,and his,96.31922290722618
1444,cock,96.30273502111817
1445,thinking,96.25437848724873
1446,house,96.06611982298939
1447,links to,96.06322608985464
1448,named,96.04516905589335
1449,civil,95.99252859683094
1450,august,95.95442898004995
1451,preceding unsigned,95.9097822964354
1452,outside,95.90423802495583
1453,edit warring,95.8738832871732
1454,close,95.83377137570258
1455,somebody,95.81501957811086
1456,to an,95.76691971292632
1457,your edits,95.75149422766424
1458,couple,95.7221107779081
1459,greek,95.70593186804908
1460,debate,95.70582110312696
1461,to that,95.58238165071934
1462,it but,95.57664388755009
1463,is more,95.54474507819528
1464,special,95.44833335189604
1465,vertical align,95.40754412074095
1466,be an,95.3521750161607
1467,agreed,95.26769565515238
1468,why the,95.24539631375508
1469,the articles,95.21241227837925
1470,countries,95.18440137889402
1471,sort of,95.10692090413772
1472,article to,95.04396652027633
1473,don want,95.02560780632547
1474,wonder,94.87075239308561
1475,up with,94.70742350569743
1476,size,94.69642792426546
1477,make the,94.66080225773935
1478,be in,94.63733097763658
1479,right now,94.59814665442971
1480,definitely,94.57491073676755
1481,posts,94.42367986309637
1482,be more,94.36407691164108
1483,to change,94.33991876258023
1484,and has,94.29998752096525
1485,living,94.17937704871322
1486,india,94.16615903369613
1487,purpose,94.1234710587854
1488,which you,94.08240634956522
1489,bring,94.04611295288558
1490,and what,93.99688971062945
1491,putting,93.95343443784465
1492,box,93.90663485900781
